"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.63    ,  0.14  
MgO     ,  5.26    ,  0.17  
Al2O3   ,  9.66    ,  0.29  
SiO2    , 50.53    ,  0.54  
P2O5    ,  0.73    ,  0.05  
SO3     ,  8.26    ,  0.10  
Cl      ,  1.33    ,  0.03  
K2O     ,  1.00    ,  0.04  
CaO     ,  4.67    ,  0.06  
TiO2    ,  0.90    ,  0.03  
Cr2O3   ,  0.29    ,  0.01  
MnO     ,  0.14    ,  0.01  
FeO     , 14.26    ,  0.20  
Ni      ,  0.1040  ,  0.0055
Zn      ,  0.1152  ,  0.0035
Br      ,  0.0127  ,  0.0005
